GameID,Vteam,VQ1,VQ2,VQ3,VQ4,DateWeek,Year,Hteam,HQ1,HQ2,HQ3,HQ4
200110140car,Saints,10,7,3,7,10/14/2001,2001,Panthers,0,6,6,13
200110140gnb,Ravens,7,0,3,13,10/14/2001,2001,Packers,0,17,7,7
200110140nwe,Chargers,3,3,7,13,10/14/2001,2001,Patriots,3,6,7,10
200110140oti,Buccaneers,0,7,7,14,10/14/2001,2001,Titans,7,10,0,11
200110140atl,49ers,0,7,10,14,10/14/2001,2001,Falcons,14,6,0,11
200110140nyj,Dolphins,7,10,0,0,10/14/2001,2001,Jets,0,0,14,7
200110140sea,Broncos,0,14,0,7,10/14/2001,2001,Seahawks,10,14,7,3
200110140clt,Raiders,3,10,7,3,10/14/2001,2001,Colts,0,9,6,3
200110150dal,Redskins,0,0,0,7,10/15/2001,2001,Cowboys,0,3,0,6
200110180jax,Bills,0,3,7,3,10/18/2001,2001,Jaguars,0,0,7,3
200110210nor,Falcons,10,0,0,10,10/21/2001,2001,Saints,0,10,0,3
200110210det,Titans,3,6,8,10,10/21/2001,2001,Lions,0,14,0,10
200110210clt,Patriots,7,21,3,7,10/21/2001,2001,Colts,3,3,11,0
200110210tam,Steelers,0,7,10,0,10/21/2001,2001,Buccaneers,0,3,0,7
200110210was,Panthers,7,0,0,7,10/21/2001,2001,Redskins,0,0,0,14
200110210cin,Bears,3,7,7,7,10/21/2001,2001,Bengals,0,0,0,0
200110210cle,Ravens,0,6,0,8,10/21/2001,2001,Browns,7,3,14,0
200110210nyj,Rams,0,21,10,3,10/21/2001,2001,Jets,0,7,0,7
200110210sdg,Broncos,0,7,3,0,10/21/2001,2001,Chargers,7,6,7,7
200110210min,Packers,0,0,7,6,10/21/2001,2001,Vikings,0,20,0,15
200110210crd,Chiefs,3,6,0,7,10/21/2001,2001,Cardinals,0,3,7,14
200110220nyg,Eagles,0,0,3,7,10/22/2001,2001,Giants,3,6,0,0
200110250kan,Colts,0,7,10,18,10/25/2001,2001,Chiefs,0,3,11,14
200110280det,Bengals,7,14,3,7,10/28/2001,2001,Lions,3,10,14,0
200110280rav,Jaguars,0,3,7,7,10/28/2001,2001,Ravens,0,3,3,12
200110280tam,Vikings,0,0,8,6,10/28/2001,2001,Buccaneers,7,21,13,0
200110280ram,Saints,3,3,25,3,10/28/2001,2001,Rams,14,10,0,7
200110280car,Jets,7,0,3,3,10/28/2001,2001,Panthers,6,3,3,0
200110280chi,49ers,14,0,14,3,10/28/2001,2001,Bears,0,9,7,15
200110280sdg,Bills,0,10,0,14,10/28/2001,2001,Chargers,10,3,0,14
200110280den,Patriots,10,7,3,0,10/28/2001,2001,Broncos,7,3,14,7
200110280dal,Cardinals,3,0,0,0,10/28/2001,2001,Cowboys,0,3,14,0
200110280was,Giants,0,14,0,7,10/28/2001,2001,Redskins,14,3,10,8
200110280phi,Raiders,7,3,7,3,10/28/2001,2001,Eagles,0,3,0,7
200110280sea,Dolphins,0,10,7,7,10/28/2001,2001,Seahawks,0,14,3,3
200110290pit,Titans,0,7,0,0,10/29/2001,2001,Steelers,7,10,10,7
200111040buf,Colts,0,17,7,6,11/4/2001,2001,Bills,0,7,0,7
200111040pit,Ravens,0,7,0,6,11/4/2001,2001,Steelers,3,7,0,0
200111040atl,Patriots,0,17,7,0,11/4/2001,2001,Falcons,7,0,0,3
200111040mia,Panthers,3,3,0,0,11/4/2001,2001,Dolphins,3,10,0,10
200111040gnb,Buccaneers,0,10,7,3,11/4/2001,2001,Packers,7,0,7,7
200111040oti,Jaguars,0,17,0,7,11/4/2001,2001,Titans,7,0,7,14
200111040nyg,Cowboys,10,14,0,0,11/4/2001,2001,Giants,0,7,7,10
200111040sfo,Lions,7,3,3,0,11/4/2001,2001,49ers,0,7,7,7
200111040crd,Eagles,7,14,0,0,11/4/2001,2001,Cardinals,0,7,0,0
200111040was,Seahawks,7,0,7,0,11/4/2001,2001,Redskins,10,10,7,0
200111040chi,Browns,7,0,14,0,11/4/2001,2001,Bears,0,7,0,14
200111040sdg,Chiefs,9,10,0,6,11/4/2001,2001,Chargers,0,0,10,10
200111040nor,Jets,6,7,0,3,11/4/2001,2001,Saints,0,0,9,0
200111050rai,Broncos,3,3,6,16,11/5/2001,2001,Raiders,7,14,7,10
200111110clt,Dolphins,7,10,0,10,11/11/2001,2001,Colts,3,7,14,0
200111110chi,Packers,0,10,7,3,11/11/2001,2001,Bears,6,3,3,0
200111110nwe,Bills,0,3,0,8,11/11/2001,2001,Patriots,7,0,7,7
200111110nyj,Chiefs,0,0,0,7,11/11/2001,2001,Jets,0,14,13,0
200111110ram,Panthers,0,7,7,0,11/11/2001,2001,Rams,21,10,14,3
200111110cle,Steelers,3,3,3,3,11/11/2001,2001,Browns,9,0,3,0
200111110jax,Bengals,0,13,0,0,11/11/2001,2001,Jaguars,7,0,21,2
200111110det,Buccaneers,0,10,7,3,11/11/2001,2001,Lions,0,0,7,10
200111110atl,Cowboys,3,10,0,0,11/11/2001,2001,Falcons,7,0,3,10
200111110den,Chargers,0,0,3,13,11/11/2001,2001,Broncos,3,17,6,0
200111110phi,Vikings,0,10,0,7,11/11/2001,2001,Eagles,7,24,7,10
200111110sfo,Saints,3,11,10,3,11/11/2001,2001,49ers,7,14,0,7
200111110crd,Giants,7,7,0,3,11/11/2001,2001,Cardinals,0,7,3,0
200111110sea,Raiders,3,7,10,7,11/11/2001,2001,Seahawks,6,7,14,7
200111120oti,Ravens,0,0,10,6,11/12/2001,2001,Titans,0,0,10,0
200111180rav,Browns,3,17,0,7,11/18/2001,2001,Ravens,0,7,10,0
200111180gnb,Falcons,6,10,0,7,11/18/2001,2001,Packers,3,7,3,7
200111180nor,Colts,14,3,0,3,11/18/2001,2001,Saints,0,17,7,10
200111180mia,Jets,7,7,7,3,11/18/2001,2001,Dolphins,0,0,0,0
200111180buf,Seahawks,3,7,7,6,11/18/2001,2001,Bills,0,10,3,7
200111180cin,Titans,10,0,7,3,11/18/2001,2001,Bengals,7,0,0,0
200111180car,49ers,0,7,7,8,11/18/2001,2001,Panthers,7,3,3,9
200111180dal,Eagles,0,20,6,10,11/18/2001,2001,Cowboys,0,0,0,3
200111180rai,Chargers,7,0,10,7,11/18/2001,2001,Raiders,14,0,3,17
200111180pit,Jaguars,0,0,7,0,11/18/2001,2001,Steelers,3,3,7,7
200111180crd,Lions,0,14,17,7,11/18/2001,2001,Cardinals,7,7,7,24
200111180tam,Bears,0,7,17,3,11/18/2001,2001,Buccaneers,3,6,0,15
200111180den,Redskins,0,3,0,14,11/18/2001,2001,Broncos,0,10,0,0
200111180nwe,Rams,7,7,3,7,11/18/2001,2001,Patriots,7,3,0,7
200111190min,Giants,10,3,3,0,11/19/2001,2001,Vikings,7,7,0,14
200111220det,Packers,7,10,7,5,11/22/2001,2001,Lions,3,10,0,14
200111220dal,Broncos,3,14,6,3,11/22/2001,2001,Cowboys,3,0,0,21
200111250kan,Seahawks,0,7,0,0,11/25/2001,2001,Chiefs,3,7,0,9
200111250clt,49ers,3,17,7,13,11/25/2001,2001,Colts,7,7,7,0
200111250buf,Dolphins,7,3,0,24,11/25/2001,2001,Bills,7,7,7,6
200111250car,Falcons,3,7,0,0,11/25/2001,2001,Panthers,0,0,0,7
200111250cle,Bengals,0,0,0,0,11/25/2001,2001,Browns,3,9,0,6
200111250phi,Redskins,0,10,0,3,11/25/2001,2001,Eagles,0,0,3,0
200111250oti,Steelers,3,7,14,10,11/25/2001,2001,Titans,7,7,3,7
200111250nwe,Saints,0,0,10,7,11/25/2001,2001,Patriots,7,13,0,14
200111250sdg,Cardinals,0,7,3,10,11/25/2001,2001,Chargers,3,0,0,14
200111250jax,Ravens,3,7,7,7,11/25/2001,2001,Jaguars,0,0,7,14
200111250nyg,Raiders,7,14,0,7,11/25/2001,2001,Giants,3,0,7,0
200111250min,Bears,0,10,0,3,11/25/2001,2001,Vikings,0,0,3,3
200111260ram,Buccaneers,0,10,7,7,11/26/2001,2001,Rams,3,6,8,0
200111290kan,Eagles,3,10,7,3,11/29/2001,2001,Chiefs,0,3,7,0
200112020pit,Vikings,3,0,0,13,12/2/2001,2001,Steelers,0,7,14,0
200112020rav,Colts,3,7,17,0,12/2/2001,2001,Ravens,3,13,10,13
200112020cle,Titans,14,3,14,0,12/2/2001,2001,Browns,0,7,0,8
200112020cin,Buccaneers,0,7,3,3,12/2/2001,2001,Bengals,3,0,0,10
200112020mia,Broncos,0,3,7,0,12/2/2001,2001,Dolphins,0,0,0,21
200112020nyj,Patriots,0,0,14,3,12/2/2001,2001,Jets,10,3,3,0
200112020chi,Lions,7,0,3,0,12/2/2001,2001,Bears,0,3,0,10
200112020nor,Panthers,7,0,3,13,12/2/2001,2001,Saints,0,10,3,14
200112020sea,Chargers,0,3,7,0,12/2/2001,2001,Seahawks,7,0,3,0
200112020was,Cowboys,7,0,0,13,12/2/2001,2001,Redskins,0,0,7,7
200112020rai,Cardinals,7,13,0,11,12/2/2001,2001,Raiders,7,0,7,17
200112020atl,Rams,14,0,14,7,12/2/2001,2001,Falcons,3,3,0,0
200112020sfo,Bills,0,0,0,0,12/2/2001,2001,49ers,0,14,7,14
200112030jax,Packers,0,7,14,7,12/3/2001,2001,Jaguars,3,10,8,0
200112090min,Titans,10,0,0,14,12/9/2001,2001,Vikings,0,14,14,14
200112090tam,Lions,0,3,6,3,12/9/2001,2001,Buccaneers,0,7,0,8
200112090ram,49ers,0,7,0,7,12/9/2001,2001,Rams,14,7,3,3
200112090gnb,Bears,0,0,7,0,12/9/2001,2001,Packers,7,0,7,3
200112090nwe,Browns,10,0,3,3,12/9/2001,2001,Patriots,3,17,0,7
200112090buf,Panthers,3,21,0,0,12/9/2001,2001,Bills,3,10,6,6
200112090dal,Giants,6,7,0,0,12/9/2001,2001,Cowboys,3,3,7,7
200112090cin,Jaguars,7,0,0,7,12/9/2001,2001,Bengals,0,7,3,0
200112090phi,Chargers,7,7,0,0,12/9/2001,2001,Eagles,14,7,0,3
200112090atl,Saints,14,0,0,14,12/9/2001,2001,Falcons,7,3,0,0
200112090crd,Redskins,0,10,0,10,12/9/2001,2001,Cardinals,0,3,0,7
200112090pit,Jets,0,7,0,0,12/9/2001,2001,Steelers,3,9,0,6
200112090rai,Chiefs,10,7,3,6,12/9/2001,2001,Raiders,7,14,7,0
200112090den,Seahawks,0,7,0,0,12/9/2001,2001,Broncos,7,3,10,0
200112100mia,Colts,0,3,3,0,12/10/2001,2001,Dolphins,7,13,0,21
200112150nyg,Cardinals,3,3,0,7,12/15/2001,2001,Giants,7,0,0,10
200112150sdg,Raiders,3,0,7,3,12/15/2001,2001,Chargers,0,3,0,3
200112160clt,Falcons,0,14,3,10,12/16/2001,2001,Colts,7,21,0,13
200112160kan,Broncos,0,10,7,6,12/16/2001,2001,Chiefs,10,3,7,3
200112160buf,Patriots,3,3,0,3,12/16/2001,2001,Bills,0,0,3,6
200112160nyj,Bengals,7,0,7,0,12/16/2001,2001,Jets,0,3,0,12
200112160chi,Buccaneers,0,3,0,0,12/16/2001,2001,Bears,3,10,7,7
200112160det,Vikings,7,0,17,0,12/16/2001,2001,Lions,14,6,0,7
200112160cle,Jaguars,9,0,0,6,12/16/2001,2001,Browns,0,0,7,3
200112160sfo,Dolphins,0,0,0,0,12/16/2001,2001,49ers,14,0,7,0
200112160oti,Packers,10,3,0,7,12/16/2001,2001,Titans,2,13,3,8
200112160was,Eagles,0,10,7,3,12/16/2001,2001,Redskins,3,3,0,0
200112160sea,Cowboys,0,3,0,0,12/16/2001,2001,Seahawks,10,0,2,17
200112160rav,Steelers,3,10,0,13,12/16/2001,2001,Ravens,0,7,0,14
200112170nor,Rams,7,14,7,6,12/17/2001,2001,Saints,7,7,7,0
200112220nwe,Dolphins,0,3,0,10,12/22/2001,2001,Patriots,0,20,0,0
200112220sfo,Eagles,0,3,0,0,12/22/2001,2001,49ers,0,3,3,7
200112220rai,Titans,0,0,10,3,12/22/2001,2001,Raiders,0,0,0,10
200112230min,Jaguars,10,6,7,10,12/23/2001,2001,Vikings,0,3,0,0
200112230kan,Chargers,7,0,7,3,12/23/2001,2001,Chiefs,7,0,3,10
200112230pit,Lions,7,7,0,0,12/23/2001,2001,Steelers,14,13,10,10
200112230tam,Saints,0,0,7,14,12/23/2001,2001,Buccaneers,17,13,3,15
200112230was,Bears,3,7,0,10,12/23/2001,2001,Redskins,7,3,3,2
200112230rav,Bengals,0,0,0,0,12/23/2001,2001,Ravens,3,10,0,3
200112230car,Rams,7,14,10,7,12/23/2001,2001,Panthers,7,6,10,9
200112230nyg,Seahawks,7,10,7,0,12/23/2001,2001,Giants,7,10,0,10
200112230atl,Bills,7,7,6,10,12/23/2001,2001,Falcons,10,3,10,10
200112230crd,Cowboys,3,7,0,0,12/23/2001,2001,Cardinals,0,17,0,0
200112230gnb,Browns,0,7,0,0,12/23/2001,2001,Packers,13,10,0,7
200112230clt,Jets,3,10,6,10,12/23/2001,2001,Colts,0,10,7,11
200112290tam,Ravens,0,7,0,3,12/29/2001,2001,Buccaneers,3,13,0,6
200112300mia,Falcons,7,0,0,7,12/30/2001,2001,Dolphins,7,14,0,0
200112300gnb,Vikings,0,3,3,7,12/30/2001,2001,Packers,0,7,0,17
200112300cin,Steelers,14,3,6,0,12/30/2001,2001,Bengals,0,10,0,13
200112300car,Cardinals,7,20,3,0,12/30/2001,2001,Panthers,0,7,0,0
200112300ram,Colts,7,7,3,0,12/30/2001,2001,Rams,7,28,0,7
200112300det,Bears,14,3,0,7,12/30/2001,2001,Lions,0,0,0,0
200112300nyj,Bills,0,7,7,0,12/30/2001,2001,Jets,3,3,0,3
200112300dal,49ers,0,14,0,7,12/30/2001,2001,Cowboys,0,10,14,3
200112300oti,Browns,14,10,0,17,12/30/2001,2001,Titans,14,10,7,7
200112300jax,Chiefs,7,10,10,3,12/30/2001,2001,Jaguars,7,10,0,9
200112300phi,Giants,0,0,10,11,12/30/2001,2001,Eagles,7,0,0,17
200112300den,Raiders,3,7,7,0,12/30/2001,2001,Broncos,3,10,0,10
200112300sdg,Seahawks,0,14,8,3,12/30/2001,2001,Chargers,10,3,3,6
200112300nor,Redskins,0,13,17,10,12/30/2001,2001,Saints,10,0,0,0
200201060nor,49ers,14,7,3,14,1/6/2002,2002,Saints,0,0,0,0
200201060clt,Broncos,0,7,3,0,1/6/2002,2002,Colts,9,10,3,7
200201060pit,Browns,7,0,0,0,1/6/2002,2002,Steelers,0,7,14,7
200201060was,Cardinals,7,10,0,0,1/6/2002,2002,Redskins,0,6,6,8
200201060car,Patriots,10,0,14,14,1/6/2002,2002,Panthers,0,3,3,0
200201060chi,Jaguars,0,0,6,7,1/6/2002,2002,Bears,3,10,10,10
200201060det,Cowboys,0,7,0,3,1/6/2002,2002,Lions,0,6,3,6
200201060oti,Bengals,0,14,6,3,1/6/2002,2002,Titans,7,7,7,0
200201060nyg,Packers,14,3,17,0,1/6/2002,2002,Giants,7,3,0,15
200201060ram,Falcons,0,6,7,0,1/6/2002,2002,Rams,10,7,14,0
200201060rai,Jets,7,7,7,3,1/6/2002,2002,Raiders,3,13,3,3
200201060sea,Chiefs,0,0,10,8,1/6/2002,2002,Seahawks,0,14,7,0
200201060mia,Bills,0,0,7,0,1/6/2002,2002,Dolphins,3,10,0,21
200201060tam,Eagles,0,3,0,14,1/6/2002,2002,Buccaneers,3,10,0,0
200201070rav,Vikings,3,0,0,0,1/7/2002,2002,Ravens,0,9,3,7
200201120phi,Buccaneers,3,6,0,0,1/12/2002,2002,Eagles,3,14,7,7
200201120rai,Jets,0,3,7,14,1/12/2002,2002,Raiders,6,10,0,22
200201130gnb,49ers,0,7,0,8,1/13/2002,2002,Packers,6,0,9,10
200201130mia,Ravens,0,7,7,6,1/13/2002,2002,Dolphins,3,0,0,0
200201190chi,Eagles,6,7,7,13,1/19/2002,2002,Bears,0,7,7,5
200201190nwe,Raiders,0,7,6,0,1/19/2002,2002,Patriots,0,0,3,10
200201200pit,Ravens,0,3,7,0,1/20/2002,2002,Steelers,10,10,0,7
200201200ram,Packers,7,3,0,7,1/20/2002,2002,Rams,7,17,14,7
200201270pit,Patriots,7,7,7,3,1/27/2002,2002,Steelers,0,3,14,0
200201270ram,Eagles,3,14,0,7,1/27/2002,2002,Rams,10,3,9,7
200202030nwe,Rams,3,0,0,14,2/3/2002,2002,Patriots,0,14,3,3
200209050nyg,49ers,3,0,7,6,9/5/2002,2002,Giants,3,3,0,7
200209080gnb,Falcons,0,21,3,10,9/8/2002,2002,Packers,3,10,14,7
200209080buf,Jets,0,17,3,11,9/8/2002,2002,Bills,3,14,7,7
200209080cin,Chargers,10,10,7,7,9/8/2002,2002,Bengals,0,0,3,3
200209080mia,Lions,0,7,7,7,9/8/2002,2002,Dolphins,7,21,14,7
200209080jax,Colts,7,7,7,7,9/8/2002,2002,Jaguars,0,7,10,8
200209080chi,Vikings,3,17,0,3,9/8/2002,2002,Bears,7,3,3,14
200209080car,Ravens,7,0,0,0,9/8/2002,2002,Panthers,7,3,0,0
200209080cle,Chiefs,7,7,3,23,9/8/2002,2002,Browns,6,14,7,12
200209080was,Cardinals,10,3,3,7,9/8/2002,2002,Redskins,3,7,14,7
200209080oti,Eagles,14,10,0,0,9/8/2002,2002,Titans,7,3,3,14
200209080tam,Saints,6,7,7,0,9/8/2002,2002,Buccaneers,0,3,7,10
200209080rai,Seahawks,7,0,0,10,9/8/2002,2002,Raiders,7,21,3,0
200209080den,Rams,0,6,7,3,9/8/2002,2002,Broncos,7,9,0,7
200209080htx,Cowboys,0,3,7,0,9/8/2002,2002,Texans,7,3,0,9
200209090nwe,Steelers,7,0,0,7,9/9/2002,2002,Patriots,7,3,17,3
200209150kan,Jaguars,0,9,0,14,9/15/2002,2002,Chiefs,3,3,0,10
200209150clt,Dolphins,14,7,0,0,9/15/2002,2002,Colts,0,3,0,10
200209150dal,Titans,7,3,0,3,9/15/2002,2002,Cowboys,0,7,7,7
200209150rav,Buccaneers,10,3,5,7,9/15/2002,2002,Ravens,0,0,0,0
200209150nyj,Patriots,0,10,17,17,9/15/2002,2002,Jets,0,0,7,0
200209150cle,Bengals,0,0,0,7,9/15/2002,2002,Browns,3,14,0,3
200209150atl,Bears,0,7,7,0,9/15/2002,2002,Falcons,0,10,3,0
200209150nor,Packers,0,10,7,3,9/15/2002,2002,Saints,7,14,7,7
200209150car,Lions,0,0,7,0,9/15/2002,2002,Panthers,0,10,14,7
200209150ram,Giants,3,14,3,6,9/15/2002,2002,Rams,0,7,7,7
200209150sfo,Broncos,0,3,7,14,9/15/2002,2002,49ers,0,7,0,7
200209150sea,Cardinals,3,0,7,14,9/15/2002,2002,Seahawks,3,7,0,3
200209150sdg,Texans,0,3,0,0,9/15/2002,2002,Chargers,14,3,0,7
200209150min,Bills,6,7,10,16,9/15/2002,2002,Vikings,3,10,13,13
200209150pit,Raiders,10,7,3,10,9/15/2002,2002,Steelers,7,3,7,0
200209160was,Eagles,14,9,7,7,9/16/2002,2002,Redskins,0,7,0,0
200209220min,Panthers,0,0,7,14,9/22/2002,2002,Vikings,0,7,0,7
200209220htx,Colts,7,6,0,10,9/22/2002,2002,Texans,0,0,3,0
200209220mia,Jets,0,3,0,0,9/22/2002,2002,Dolphins,10,3,0,17
200209220phi,Cowboys,10,0,3,0,9/22/2002,2002,Eagles,3,17,14,10
200209220nwe,Chiefs,3,7,7,21,9/22/2002,2002,Patriots,0,9,8,21
200209220oti,Browns,7,0,7,14,9/22/2002,2002,Titans,7,14,0,7
200209220chi,Saints,0,14,7,8,9/22/2002,2002,Bears,10,10,0,3
200209220crd,Chargers,0,14,0,9,9/22/2002,2002,Cardinals,7,0,0,8
200209220den,Bills,0,7,3,13,9/22/2002,2002,Broncos,7,7,7,7
200209220nyg,Seahawks,3,3,0,0,9/22/2002,2002,Giants,0,0,3,6
200209220sfo,Redskins,0,10,0,0,9/22/2002,2002,49ers,7,10,3,0
200209220det,Packers,7,10,14,6,9/22/2002,2002,Lions,7,10,0,14
200209220atl,Bengals,0,3,0,0,9/22/2002,2002,Falcons,13,7,7,3
200209230tam,Rams,7,0,0,7,9/23/2002,2002,Buccaneers,3,10,0,13
200209290kan,Dolphins,7,9,7,7,9/29/2002,2002,Chiefs,10,14,7,17
200209290pit,Browns,3,3,0,7,9/29/2002,2002,Steelers,0,6,0,7
200209290jax,Jets,0,3,0,0,9/29/2002,2002,Jaguars,7,7,14,0
200209290gnb,Panthers,7,0,0,7,9/29/2002,2002,Packers,3,7,0,7
200209290phi,Texans,7,0,10,0,9/29/2002,2002,Eagles,3,17,8,7
200209290ram,Cowboys,7,0,0,6,9/29/2002,2002,Rams,0,7,3,0
200209290det,Saints,0,7,8,6,9/29/2002,2002,Lions,13,7,3,3
200209290buf,Bears,7,7,3,10,9/29/2002,2002,Bills,7,10,3,7
200209290crd,Giants,7,0,0,0,9/29/2002,2002,Cardinals,0,7,0,14
200209290cin,Buccaneers,0,21,7,7,9/29/2002,2002,Bengals,7,0,0,0
200209290rai,Titans,7,0,12,6,9/29/2002,2002,Raiders,21,10,7,14
200209290sdg,Patriots,7,7,0,0,9/29/2002,2002,Chargers,7,7,7,0
200209290sea,Vikings,7,3,7,6,9/29/2002,2002,Seahawks,14,31,0,3
200209300rav,Broncos,3,0,13,7,9/30/2002,2002,Ravens,0,31,3,0
200210060clt,Bengals,0,7,7,7,10/6/2002,2002,Colts,7,14,0,7
200210060buf,Raiders,7,14,7,21,10/6/2002,2002,Bills,0,21,10,0
200210060nor,Steelers,0,14,7,8,10/6/2002,2002,Saints,10,9,10,3
200210060car,Cardinals,0,6,0,10,10/6/2002,2002,Panthers,0,7,6,0
200210060mia,Patriots,0,0,6,7,10/6/2002,2002,Dolphins,6,10,7,3
200210060atl,Buccaneers,0,3,7,10,10/6/2002,2002,Falcons,3,0,3,0
200210060dal,Giants,0,14,0,7,10/6/2002,2002,Cowboys,0,10,0,7
200210060oti,Redskins,3,7,14,7,10/6/2002,2002,Titans,0,14,0,0
200210060den,Chargers,0,0,3,6,10/6/2002,2002,Broncos,7,12,0,7
200210060nyj,Chiefs,3,9,3,14,10/6/2002,2002,Jets,7,8,0,10
200210060jax,Eagles,0,7,3,15,10/6/2002,2002,Jaguars,3,11,0,14
200210060sfo,Rams,3,0,3,7,10/6/2002,2002,49ers,10,17,0,10
200210060cle,Ravens,0,13,10,3,10/6/2002,2002,Browns,0,0,0,21
200210070chi,Packers,14,10,7,3,10/7/2002,2002,Bears,7,7,0,7
200210130clt,Ravens,6,0,7,7,10/13/2002,2002,Colts,7,6,0,9
200210130min,Lions,14,7,3,0,10/13/2002,2002,Vikings,3,7,7,14
200210130tam,Browns,0,0,0,3,10/13/2002,2002,Buccaneers,7,3,0,7
200210130was,Saints,13,16,7,7,10/13/2002,2002,Redskins,0,21,0,6
200210130nwe,Packers,0,14,7,7,10/13/2002,2002,Patriots,0,3,0,7
200210130cin,Steelers,7,17,7,3,10/13/2002,2002,Bengals,0,0,7,0
200210130htx,Bills,3,7,7,14,10/13/2002,2002,Texans,3,14,0,7
200210130nyg,Falcons,0,10,0,7,10/13/2002,2002,Giants,0,3,7,0
200210130dal,Panthers,7,0,3,3,10/13/2002,2002,Cowboys,0,0,0,14
200210130oti,Jaguars,0,7,7,0,10/13/2002,2002,Titans,7,9,0,7
200210130ram,Raiders,0,3,3,7,10/13/2002,2002,Rams,7,7,0,14
200210130sdg,Chiefs,10,7,7,10,10/13/2002,2002,Chargers,7,0,7,21
200210130den,Dolphins,0,7,0,17,10/13/2002,2002,Broncos,6,3,3,10
200210140sea,49ers,10,3,7,8,10/14/2002,2002,Seahawks,7,7,7,0
200210200kan,Broncos,3,3,14,14,10/20/2002,2002,Chiefs,7,6,14,7
200210200nyj,Vikings,0,0,0,7,10/20/2002,2002,Jets,3,7,7,3
200210200rav,Jaguars,0,7,0,3,10/20/2002,2002,Ravens,0,7,10,0
200210200ram,Seahawks,0,14,0,6,10/20/2002,2002,Rams,7,6,10,14
200210200det,Bears,0,10,10,0,10/20/2002,2002,Lions,0,14,3,3
200210200nor,49ers,7,10,7,3,10/20/2002,2002,Saints,7,3,3,22
200210200mia,Bills,3,14,3,3,10/20/2002,2002,Dolphins,7,3,0,0
200210200atl,Panthers,0,0,0,0,10/20/2002,2002,Falcons,3,7,14,6
200210200rai,Chargers,0,7,7,7,10/20/2002,2002,Raiders,0,0,7,14
200210200cle,Texans,0,7,10,0,10/20/2002,2002,Browns,0,7,17,10
200210200phi,Buccaneers,7,0,3,0,10/20/2002,2002,Eagles,3,7,3,7
200210200crd,Cowboys,0,0,6,0,10/20/2002,2002,Cardinals,3,3,0,0
200210200gnb,Redskins,3,3,3,0,10/20/2002,2002,Packers,7,10,0,13
200210210pit,Colts,0,3,7,0,10/21/2002,2002,Steelers,14,7,7,0
200210270min,Bears,0,0,0,7,10/27/2002,2002,Vikings,0,13,12,0
200210270kan,Raiders,7,0,0,3,10/27/2002,2002,Chiefs,3,3,7,7
200210270rav,Steelers,14,14,3,0,10/27/2002,2002,Ravens,0,3,8,7
200210270cin,Titans,0,6,14,10,10/27/2002,2002,Bengals,7,7,3,7
200210270buf,Lions,0,14,0,3,10/27/2002,2002,Bills,7,7,10,0
200210270car,Buccaneers,3,0,0,9,10/27/2002,2002,Panthers,0,3,6,0
200210270nyj,Browns,3,3,15,3,10/27/2002,2002,Jets,14,7,0,0
200210270nor,Falcons,0,14,10,13,10/27/2002,2002,Saints,10,0,15,10
200210270dal,Seahawks,0,7,0,10,10/27/2002,2002,Cowboys,0,0,7,7
200210270sfo,Cardinals,0,7,14,7,10/27/2002,2002,49ers,17,14,0,7
200210270jax,Texans,0,7,3,11,10/27/2002,2002,Jaguars,0,9,3,7
200210270nwe,Broncos,7,14,0,3,10/27/2002,2002,Patriots,0,7,3,6
200210270was,Colts,0,7,0,14,10/27/2002,2002,Redskins,10,13,0,3
200210280phi,Giants,0,3,0,0,10/28/2002,2002,Eagles,3,6,0,8
200211030clt,Titans,10,10,3,0,11/3/2002,2002,Colts,0,0,0,15
200211030tam,Vikings,0,10,7,7,11/3/2002,2002,Buccaneers,14,10,7,7
200211030htx,Bengals,10,14,0,14,11/3/2002,2002,Texans,3,0,0,0
200211030buf,Patriots,7,10,14,7,11/3/2002,2002,Bills,0,7,0,0
200211030cle,Steelers,3,14,0,6,11/3/2002,2002,Browns,7,7,0,6
200211030det,Cowboys,0,0,0,7,11/3/2002,2002,Lions,0,0,6,3
200211030chi,Eagles,0,7,6,6,11/3/2002,2002,Bears,0,13,0,0
200211030atl,Ravens,3,7,7,0,11/3/2002,2002,Falcons,3,14,3,0
200211030sdg,Jets,14,17,3,10,11/3/2002,2002,Chargers,0,7,6,0
200211030sea,Redskins,7,7,0,0,11/3/2002,2002,Seahawks,0,3,0,0
200211030rai,49ers,10,0,3,7,11/3/2002,2002,Raiders,7,6,0,7
200211030crd,Rams,7,10,0,10,11/3/2002,2002,Cardinals,0,7,0,7
200211030nyg,Jaguars,0,0,3,14,11/3/2002,2002,Giants,7,7,10,0
200211040gnb,Dolphins,0,0,0,10,11/4/2002,2002,Packers,0,14,10,0
200211100min,Giants,7,6,6,8,11/10/2002,2002,Vikings,0,3,3,14
200211100pit,Falcons,0,7,10,17,11/10/2002,2002,Steelers,NA,3,14,14
200211100rav,Bengals,7,7,3,10,11/10/2002,2002,Ravens,7,17,7,7
200211100gnb,Lions,7,0,0,7,11/10/2002,2002,Packers,3,27,10,0
200211100car,Saints,6,7,7,14,11/10/2002,2002,Panthers,0,7,10,7
200211100ram,Chargers,7,10,7,0,11/10/2002,2002,Rams,7,0,7,14
200211100oti,Texans,0,3,0,7,11/10/2002,2002,Titans,7,3,7,0
